keyword_searched,dc_title,dc_creator,dc_publisher,dc_date,dc_type,dc_format,dc_language,dc_source,dc_relation,dc_description,ark,gallica_url,year,journal_title
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1867-09-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 septembre 1867,https://gallica.bnf.fr/ark:/12148/bpt6k6424307w,https://gallica.bnf.fr/ark:/12148/bpt6k6424307w,1867,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
épidémie,"Journal de Limoux : sciences, littérature, industrie, annonces judiciaires et avis divers",,[s.n.] (Limoux),1865-10-22,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85954",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798384b,22 octobre 1865,https://gallica.bnf.fr/ark:/12148/bd6t538287192,https://gallica.bnf.fr/ark:/12148/bd6t538287192,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85954"
épidémie,Le Moniteur de la Martinique : journal officiel de la colonie,Martinique. Auteur du texte,[s.n.] (Fort-de-France),1866-08-30,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344185573,30 août 1866,https://gallica.bnf.fr/ark:/12148/bpt6k5104152j,https://gallica.bnf.fr/ark:/12148/bpt6k5104152j,1866,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021"
épidémie,Mémorial de l'arrondissement de Figeac,,impr. de J. Lacroix (Figeac),1865-11-30,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1697",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32813820s,30 novembre 1865,https://gallica.bnf.fr/ark:/12148/bd6t51249437z,https://gallica.bnf.fr/ark:/12148/bd6t51249437z,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1697"
choléra,"L'Indépendant : journal politique, industriel et agricole du département de la Moselle",,[s.n.] (Metz),1832-04-18,texte,,fre,"Bibliothèques-Médiathèques de Metz, AA 185-194",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32789628q,18 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k8260200f,https://gallica.bnf.fr/ark:/12148/bpt6k8260200f,1832,"Bibliothèques-Médiathèques de Metz, AA 185-194"
variole,"L'Abeille médicale : revue des journaux et des ouvrages de médecine, de chirurgie, de pharmacie",,C.-J.-B. Comet (Paris),1863-12-07,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118400",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb343982223,07 décembre 1863,https://gallica.bnf.fr/ark:/12148/bpt6k9621710x,https://gallica.bnf.fr/ark:/12148/bpt6k9621710x,1863,"Bibliothèque de l'Académie nationale de médecine, 2015-118400"
choléra,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1867,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1867,https://gallica.bnf.fr/ark:/12148/bpt6k6485891h,https://gallica.bnf.fr/ark:/12148/bpt6k6485891h,1867,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
typhus,"La Bibliothèque populaire : journal paraissant le dimanche : sciences, arts et métiers, agriculture, industrie...",,(Nancy),1865-10-08,texte,Nombre total de vues : 556,fre,"Bibliothèque nationale de France, département Littérature et art, Z-7821",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327123669,08 octobre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k62282168,https://gallica.bnf.fr/ark:/12148/bpt6k62282168,1865,"Bibliothèque nationale de France, département Littérature et art, Z-7821"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1868,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1868,https://gallica.bnf.fr/ark:/12148/bpt6k6386781v,https://gallica.bnf.fr/ark:/12148/bpt6k6386781v,1868,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
épidémie,Le Journal des brasseurs : paraissant le jeudi de chaque semaine,,[s.n.] (Paris),1866-04-12,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JOA-444",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327992938,12 avril 1866,https://gallica.bnf.fr/ark:/12148/bpt6k5114013c,https://gallica.bnf.fr/ark:/12148/bpt6k5114013c,1866,"Bibliothèque nationale de France, département Droit, économie, politique, JOA-444"
choléra,Journal de la Section de médecine de la Société académique du département de la Loire-inférieure,Société académique de Nantes et de la Loire-Atlantique. Section de médecine. Auteur du texte,[s.n.] (Nantes),1834,texte,Nombre total de vues : 10819,fre,Bibliothèque universitaire de Nantes,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344468870,1834,https://gallica.bnf.fr/ark:/12148/bpt6k1124087,https://gallica.bnf.fr/ark:/12148/bpt6k1124087,1834,Bibliothèque universitaire de Nantes
variole,"L'Écho français : journal universel, politique, littéraire, du commerce, des arts, sciences, théâtres, modes, etc.",,[s.n.] (Paris),1839-12-04,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32762694d,04 décembre 1839,https://gallica.bnf.fr/ark:/12148/bpt6k6744227k,https://gallica.bnf.fr/ark:/12148/bpt6k6744227k,1839,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216"
typhus,"Recueil de mémoires de médecine, de chirurgie et de pharmacie militaires / [publié par ordre du Ministre de la guerre]",France. Ministère de la guerre (1791-1936). Auteur du texte,Mme Huzard (Paris),1864,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-4",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423334w,1864,https://gallica.bnf.fr/ark:/12148/bd6t5403051q,https://gallica.bnf.fr/ark:/12148/bd6t5403051q,1864,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-4"
typhus,Le Courrier des Vosges : moniteur du département,,[s.n.] (Épinal),1865-09-09,texte,,fre,"Bibliothèque multimédia intercommunale d'Épinal, PER1",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751121c,09 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k8210852v,https://gallica.bnf.fr/ark:/12148/bpt6k8210852v,1865,"Bibliothèque multimédia intercommunale d'Épinal, PER1"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1849-01-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 janvier 1849,https://gallica.bnf.fr/ark:/12148/bpt6k6459683p,https://gallica.bnf.fr/ark:/12148/bpt6k6459683p,1849,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
choléra,Bibliographie de la France : ou Journal général de l'imprimerie et de la librairie,Cercle de la librairie (France). Auteur du texte,Pillet (Paris),1851-08-16,texte,Nombre total de vues : 213112,fre,"Bibliothèque nationale de France, département Salle Ovale, M.16000 (2-176)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34348270x,16 août 1851,https://gallica.bnf.fr/ark:/12148/bpt6k6450791s,https://gallica.bnf.fr/ark:/12148/bpt6k6450791s,1851,"Bibliothèque nationale de France, département Salle Ovale, M"
épidémie,"Travaux... / Société académique des sciences, arts, belles-lettres et agriculture de Saint-Quentin (Aisne)",Société académique de Saint-Quentin. Auteur du texte,Typ. Ad. Moureau (Saint-Quentin),1860,texte,,fre,"Société des antiquaires de Picardie, 2015-170939",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328691043,1860,https://gallica.bnf.fr/ark:/12148/bpt6k415638b,https://gallica.bnf.fr/ark:/12148/bpt6k415638b,1860,"Société des antiquaires de Picardie, 2015-170939"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1850-04-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 avril 1850,https://gallica.bnf.fr/ark:/12148/bpt6k6294498h,https://gallica.bnf.fr/ark:/12148/bpt6k6294498h,1850,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1847-02-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 février 1847,https://gallica.bnf.fr/ark:/12148/bpt6k6276409k,https://gallica.bnf.fr/ark:/12148/bpt6k6276409k,1847,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
contagion,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1832-04-25,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,25 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t5397723p,https://gallica.bnf.fr/ark:/12148/bd6t5397723p,1832,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
choléra,Annonces judiciaires et administratives et avis divers de la ville de Mayenne,Mayenne (Mayenne). Auteur du texte,[s.n.] (Mayenne),1849-06-23,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC11-638",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32695301x,23 juin 1849,https://gallica.bnf.fr/ark:/12148/bd6t521813005,https://gallica.bnf.fr/ark:/12148/bd6t521813005,1849,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC11-638"
contagion,Annales agricoles et littéraires de la Dordogne : journal de la ferme modèle et des comices agricoles du département / rédacteur-éditeur Aug. Dupont,"Société d'agriculture, sciences et arts de la Dordogne. Auteur du texte",A. Dupont (Périgueux),1851,texte,Nombre total de vues : 25584,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32693372z,1851,https://gallica.bnf.fr/ark:/12148/bpt6k86217b,https://gallica.bnf.fr/ark:/12148/bpt6k86217b,1851,Bibliothèque nationale de France
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-22,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,22 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207256x,https://gallica.bnf.fr/ark:/12148/bpt6k6207256x,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1848,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1848,https://gallica.bnf.fr/ark:/12148/bpt6k63448587,https://gallica.bnf.fr/ark:/12148/bpt6k63448587,1848,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1838,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1838,https://gallica.bnf.fr/ark:/12148/bpt6k6383301h,https://gallica.bnf.fr/ark:/12148/bpt6k6383301h,1838,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
épidémie,Mémoires de l'Académie de médecine,Académie nationale de médecine (France). Auteur du texte,Baillère [puis] (Paris),1853,texte,Nombre total de vues : 31371,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-196299",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34428663h,1853,https://gallica.bnf.fr/ark:/12148/bpt6k63565976,https://gallica.bnf.fr/ark:/12148/bpt6k63565976,1853,"Bibliothèque de l'Académie nationale de médecine, 2012-196299"
typhus,Journal de la Société d'agriculture de Carcassonne,Société centrale d'agriculture (Aude). Auteur du texte,[s.n.] (Carcassonne),1833-01-01,texte,,fre,"Archives départementales de l'Aude, 144J69",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798246h,01 janvier 1833,https://gallica.bnf.fr/ark:/12148/bd6t51044178t,https://gallica.bnf.fr/ark:/12148/bd6t51044178t,1833,"Archives départementales de l'Aude, 144J69"
choléra,"Moniteur algérien : journal officiel de la colonie : annonces légales, judiciaires, administratives, commerciales et maritimes",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1849-09-20,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328185387,20 septembre 1849,https://gallica.bnf.fr/ark:/12148/bpt6k48892183,https://gallica.bnf.fr/ark:/12148/bpt6k48892183,1849,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026"
épidémie,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1865-11-10,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,10 novembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k97398034,https://gallica.bnf.fr/ark:/12148/bpt6k97398034,1865,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
épidémie,Journal officiel de la République française,,[s.n.] (Paris),1870-12-05,texte,Nombre total de vues : 87175,fre,"Bibliothèque nationale de France, département Droit, économie, politique, 2010-217349",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328020909,05 décembre 1870,https://gallica.bnf.fr/ark:/12148/bpt6k65802165,https://gallica.bnf.fr/ark:/12148/bpt6k65802165,1870,"Bibliothèque nationale de France, département Droit, économie, politique, 2010-217349"
variole,Recueil de médecine vétérinaire,,Gabon (Paris),1865-06-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 juin 1865,https://gallica.bnf.fr/ark:/12148/bpt6k6242635p,https://gallica.bnf.fr/ark:/12148/bpt6k6242635p,1865,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1831,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1831,https://gallica.bnf.fr/ark:/12148/bpt6k6347750h,https://gallica.bnf.fr/ark:/12148/bpt6k6347750h,1831,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1831-10-29,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,29 octobre 1831,https://gallica.bnf.fr/ark:/12148/bd6t57346126,https://gallica.bnf.fr/ark:/12148/bd6t57346126,1831,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
typhus,Recueil des actes de la Préfecture de la Marne,Marne. Auteur du texte,[s.n.] (Châlons-sur-Marne),1865-10-13,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, F-27012",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344249025,13 octobre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k70633268,https://gallica.bnf.fr/ark:/12148/bpt6k70633268,1865,"Bibliothèque nationale de France, département Droit, économie, politique, F-27012"
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1868-04-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 avril 1868,https://gallica.bnf.fr/ark:/12148/bpt6k6341251b,https://gallica.bnf.fr/ark:/12148/bpt6k6341251b,1868,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
typhus,"Le Progrès : journal de Lyon, politique, quotidien",,Le Progrès (Lyon),1868-08-10,texte,,fre,"Bibliothèque municipale de Lyon, NUM 951266",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32843715j,10 août 1868,https://gallica.bnf.fr/ark:/12148/bd6t5981346m,https://gallica.bnf.fr/ark:/12148/bd6t5981346m,1868,"Bibliothèque municipale de Lyon, NUM 951266"
variole,L'Opinion médicale et scientifique,,[s.n.] (Paris),1870-07-02,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118348",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32829286q,02 juillet 1870,https://gallica.bnf.fr/ark:/12148/bpt6k9608265s,https://gallica.bnf.fr/ark:/12148/bpt6k9608265s,1870,"Bibliothèque de l'Académie nationale de médecine, 2015-118348"
contagion,"L'Agriculture comme source de richesse, comme garantie du repos social : recueil uniquement consacré aux progrès de l'agriculture, des sciences et des arts qui s'y rapportent, dans la Gironde et les départements environnants ...",,[s.n.] (Bordeaux),1845-01-01,texte,Nombre total de vues : 9054,fre,"Bibliothèque nationale de France, département Collections numérisées, 2009-65340",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32684377q,01 janvier 1845,https://gallica.bnf.fr/ark:/12148/bpt6k5725720z,https://gallica.bnf.fr/ark:/12148/bpt6k5725720z,1845,"Bibliothèque nationale de France, département Collections numérisées, 2009-65340"
variole,"L'Abeille médicale : revue des journaux et des ouvrages de médecine, de chirurgie, de pharmacie",,C.-J.-B. Comet (Paris),1863-10-12,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118400",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb343982223,12 octobre 1863,https://gallica.bnf.fr/ark:/12148/bpt6k9621661w,https://gallica.bnf.fr/ark:/12148/bpt6k9621661w,1863,"Bibliothèque de l'Académie nationale de médecine, 2015-118400"
contagion,"Bulletin trimestriel de la Société des sciences, belles-lettres et arts du département du Var, séant à Toulon",Académie du Var. Auteur du texte,Impr. J. M. Baume (Toulon),1838,texte,Nombre total de vues : 7545,fre,"Académie du Var, 2008-104322",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34429410m,1838,https://gallica.bnf.fr/ark:/12148/bpt6k57138316,https://gallica.bnf.fr/ark:/12148/bpt6k57138316,1838,"Académie du Var, 2008-104322"
épidémie,Mémoires de la Société philomathique de Verdun : Meuse,"Société philomathique (Verdun, Meuse). Auteur du texte",Imprimerie et lithographie de Lallemant (Verdun),1853,texte,Nombre total de vues : 7673,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32813391x,1853,https://gallica.bnf.fr/ark:/12148/bpt6k33635m,https://gallica.bnf.fr/ark:/12148/bpt6k33635m,1853,Bibliothèque nationale de France
contagion,Le Charivari : publiant chaque jour un nouveau dessin,,[s.n.] (Paris),1866-05-11,texte,Nombre total de vues : 359,fre,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452332k,11 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k3064979z,https://gallica.bnf.fr/ark:/12148/bpt6k3064979z,1866,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328"
choléra,"L'Indépendant : journal politique, industriel et agricole du département de la Moselle",,[s.n.] (Metz),1832-04-20,texte,,fre,"Bibliothèques-Médiathèques de Metz, AA 185-194",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32789628q,20 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k8260201v,https://gallica.bnf.fr/ark:/12148/bpt6k8260201v,1832,"Bibliothèques-Médiathèques de Metz, AA 185-194"
choléra,Journal politique et littéraire de Toulouse et de la Haute-Garonne,,[s.n.] (Toulouse),1832-04-17,texte,,fre,"Bibliothèque municipale de Toulouse, P 018",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32802237d,17 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k5361555c,https://gallica.bnf.fr/ark:/12148/bpt6k5361555c,1832,"Bibliothèque municipale de Toulouse, P 018"
typhus,"L'Abeille cauchoise : journal de la ville et de l'arrondissement d'Yvetot, affiches, annonces judiciaires, avis divers, etc. [""puis"" journal désigné par la cour royale de Rouen pour l'insertion des annonces judiciaires... ""puis"" journal d'Yvetot ""puis"" journal d'annonces de la ville et de l'arrondissement d'Yvetot]",,Nicolas-Édouard Brunet (Yvetot),1862-01-18,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3005",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb326806318,18 janvier 1862,https://gallica.bnf.fr/ark:/12148/bd6t51238208z,https://gallica.bnf.fr/ark:/12148/bd6t51238208z,1862,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3005"
variole,Recueil de médecine vétérinaire,,Gabon (Paris),1864-06-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 juin 1864,https://gallica.bnf.fr/ark:/12148/bpt6k6264267f,https://gallica.bnf.fr/ark:/12148/bpt6k6264267f,1864,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1863,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1863,https://gallica.bnf.fr/ark:/12148/bpt6k14222994,https://gallica.bnf.fr/ark:/12148/bpt6k14222994,1863,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1857-02-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 février 1857,https://gallica.bnf.fr/ark:/12148/bpt6k62790576,https://gallica.bnf.fr/ark:/12148/bpt6k62790576,1857,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
typhus,"Recueil de mémoires de médecine, de chirurgie et de pharmacie militaires / [publié par ordre du Ministre de la guerre]",France. Ministère de la guerre (1791-1936). Auteur du texte,Mme Huzard (Paris),1869,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-4",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423334w,1869,https://gallica.bnf.fr/ark:/12148/bd6t5394052b,https://gallica.bnf.fr/ark:/12148/bd6t5394052b,1869,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-4"
variole,Journal de médecine et de chirurgie pratiques : à l'usage des médecins praticiens,,Impr. de Plassan (Paris),1842,texte,Nombre total de vues : 68665,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34348793z,1842,https://gallica.bnf.fr/ark:/12148/bpt6k209655b,https://gallica.bnf.fr/ark:/12148/bpt6k209655b,1842,Bibliothèque nationale de France
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-29,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,29 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207262n,https://gallica.bnf.fr/ark:/12148/bpt6k6207262n,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
variole,Gazette de Nîmes et du département du Gard,,[s.n.] (Nîmes),1870-12-11,texte,,fre,"Bibliothèque Carré d'art / Nîmes, 200032",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327805524,11 décembre 1870,https://gallica.bnf.fr/ark:/12148/bd6t51057783d,https://gallica.bnf.fr/ark:/12148/bd6t51057783d,1870,"Bibliothèque Carré d'art / Nîmes, 200032"
choléra,"Bulletin officiel des actes du gouvernement / Ministère de la Guerre, Algérie",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1850,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, F-30456-30470",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327322502,1850,https://gallica.bnf.fr/ark:/12148/bpt6k5147457p,https://gallica.bnf.fr/ark:/12148/bpt6k5147457p,1850,"Bibliothèque nationale de France, département Droit, économie, politique, F-30456-30470"
choléra,Journal de la Lozère,,[s.n.] (Mende),1832-04-28,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC10-225",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327966882,28 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t53687817f,https://gallica.bnf.fr/ark:/12148/bd6t53687817f,1832,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC10-225"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1845-02-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 février 1845,https://gallica.bnf.fr/ark:/12148/bpt6k6271512v,https://gallica.bnf.fr/ark:/12148/bpt6k6271512v,1845,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1831-06-04,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,04 juin 1831,https://gallica.bnf.fr/ark:/12148/bd6t5734590w,https://gallica.bnf.fr/ark:/12148/bd6t5734590w,1831,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1869,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1869,https://gallica.bnf.fr/ark:/12148/bpt6k6528773r,https://gallica.bnf.fr/ark:/12148/bpt6k6528773r,1869,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
